user_id,name,email,city,country,age,gender,phone,signup_date,membership_tier,occupation,education_level,preferred_language,timezone,referral_source,total_orders,lifetime_value,last_login,is_active,newsletter_subscribed,loyalty_points,preferred_category
15,User_15,user15@example.com,Osaka,US,72.8,male,+15656488400,2024-01-11 15:57:51,bronze,Accountant,high_school,de,UTC+8,facebook,33,2114.68,2025-02-05 05:46:28,true,true,3097.0,Beauty
16,User_16,user16@example.com,Osaka,MX,58.8,female,+13140805649,2024-03-23 02:45:08,silver,Manager,masters,ja,UTC+0,google,16,1235.08,2024-11-23 20:18:48,false,true,366.0,Home & Garden
17,User_17,user17@example.com,Tokyo,JP,39.1,female,+18176955680,2022-07-25 18:20:19,none,Manager,phd,ar,UTC-5,ad,4,1064.78,2024-01-18 22:19:51,false,true,4695.0,Books
18,User_18,user18@example.com,Sydney,DE,33.5,female,+15082120871,2025-10-14 02:53:38,silver,Manager,phd,hi,UTC+9,google,47,8220.42,2025-10-24 12:18:20,true,false,4147.0,Electronics
19,User_19,user19@example.com,Chicago,US,27.2,prefer_not_to_say,+18664416665,2025-04-12 21:24:30,platinum,Nurse,high_school,es,UTC+0,friend,40,11773.74,2025-06-02 16:44:09,true,false,2913.0,Books
20,User_20,user20@example.com,Berlin,IN,63.4,male,+15860851904,2022-03-06 23:29:34,silver,Designer,trade_school,es,UTC-8,ad,23,6249.44,2023-06-28 20:11:49,false,true,4629.0,Home & Garden
21,User_21,user21@example.com,Paris,CA,70.7,prefer_not_to_say,+19740540962,2025-10-01 05:34:40,silver,Manager,some_college,es,UTC+8,google,1,70.22,2025-11-10 06:17:36,false,true,998.0,Automotive
22,User_22,user22@example.com,Mexico City,FR,55.6,prefer_not_to_say,+13409874348,2025-06-28 15:48:48,bronze,Manager,bachelors,ar,UTC+8,ad,14,1153.86,2025-11-30 02:23:31,false,true,577.0,Sports
23,User_23,user23@example.com,Osaka,CA,37.7,non_binary,+18169264753,2023-02-17 09:18:12,none,Teacher,masters,ko,UTC+5:30,email,6,1122.24,2023-04-17 19:38:06,true,false,8.0,Food
24,User_24,user24@example.com,Manchester,AU,53.5,male,+19386288288,2023-11-01 23:55:57,gold,Nurse,bachelors,zh,UTC-8,youtube,42,11668.27,2024-02-18 16:44:42,false,true,959.0,Beauty
25,User_25,user25@example.com,Monterrey,CA,18.0,non_binary,+12902727745,2024-06-03 01:46:54,none,Accountant,trade_school,ja,UTC-3,organic,25,4335.56,2025-01-22 19:53:38,false,true,2556.0,Books
26,User_26,user26@example.com,Mexico City,UK,23.3,female,+14889635392,2024-03-11 17:26:37,silver,Designer,some_college,en,UTC-5,instagram,40,7735.72,2025-08-09 08:34:33,false,true,2277.0,Music
27,User_27,user27@example.com,Vancouver,AU,57.2,male,+15343290201,2024-02-07 23:43:00,silver,Doctor,trade_school,ar,UTC-3,google,15,919.8,2024-12-14 09:47:09,true,true,2282.0,Automotive
28,User_28,user28@example.com,Rio,JP,52.9,prefer_not_to_say,+19862234707,2024-07-14 00:04:17,none,Freelancer,some_college,hi,UTC-3,email,48,12940.76,2025-03-17 10:56:02,true,false,3829.0,Food
29,User_29,user29@example.com,São Paulo,BR,31.4,non_binary,+17668109412,2023-03-03 13:44:05,none,Teacher,some_college,fr,UTC+5:30,youtube,4,879.17,2025-01-14 21:22:25,true,true,321.0,Beauty
30,User_30,user30@example.com,Rio,FR,41.9,male,+19974603352,2023-12-25 18:55:01,none,Retired,masters,en,UTC-8,email,3,233.74,2024-11-12 17:30:37,false,false,2691.0,Food
31,User_31,user31@example.com,São Paulo,MX,19.7,non_binary,+19167757623,2024-01-29 10:30:51,platinum,Doctor,masters,fr,UTC+3,ad,17,2414.58,2024-07-17 20:49:47,true,false,2959.0,Electronics
32,User_32,user32@example.com,Melbourne,UK,39.6,female,+13952918745,2022-07-30 19:14:36,gold,Retired,bachelors,zh,UTC+9,facebook,11,374.88,2024-07-17 00:36:32,false,true,3745.0,Electronics
33,User_33,user33@example.com,São Paulo,FR,20.3,male,+16078551333,2024-10-06 23:07:43,silver,Engineer,phd,fr,UTC+5:30,friend,49,14113.96,2024-11-29 06:16:03,false,true,2820.0,Home & Garden
34,User_34,user34@example.com,Tokyo,BR,72.9,male,+19635557984,2025-04-06 08:02:00,silver,Manager,high_school,ko,UTC-5,email,10,1896.5,2025-08-27 14:23:08,false,false,4707.0,Home & Garden
35,User_35,user35@example.com,Osaka,UK,57.7,non_binary,+19946948952,2024-12-08 19:58:17,none,Teacher,phd,en,UTC-8,ad,40,3519.91,2025-10-27 09:27:36,false,false,345.0,Toys
36,User_36,user36@example.com,Melbourne,US,38.6,prefer_not_to_say,+15037867512,2025-07-01 10:43:07,platinum,Doctor,trade_school,ar,UTC+9,app_store,6,848.32,2025-10-04 15:13:26,false,false,2178.0,Music
37,User_37,user37@example.com,Chicago,DE,43.7,prefer_not_to_say,+18742452886,2025-08-16 02:10:05,platinum,Student,high_school,hi,UTC-8,friend,5,490.5,2025-10-02 18:15:30,false,true,1774.0,Sports
38,User_38,user38@example.com,Tokyo,FR,49.7,female,+12367704871,2025-09-29 12:42:27,platinum,Freelancer,phd,de,UTC-3,organic,44,11722.92,2025-11-26 09:50:57,false,true,465.0,Home & Garden
39,User_39,user39@example.com,São Paulo,IN,48.3,prefer_not_to_say,+14363900493,2023-04-21 16:11:17,gold,Freelancer,bachelors,pt,UTC+9,instagram,23,3507.8,2025-10-11 02:09:06,true,true,1578.0,Food
40,User_40,user40@example.com,Mumbai,CA,73.7,non_binary,+16211261115,2022-12-03 03:24:14,silver,Manager,some_college,ja,UTC+1,email,17,3789.02,2024-12-24 07:38:08,true,true,1372.0,Electronics
41,User_41,user41@example.com,Mexico City,JP,60.9,male,+15748302739,2024-12-19 09:36:17,none,Manager,masters,hi,UTC-3,tiktok,8,1588.83,2025-12-21 01:09:27,true,true,1262.0,Automotive
42,User_42,user42@example.com,Toronto,UK,57.1,female,+16935766027,2023-09-15 11:27:22,none,Manager,high_school,de,UTC+0,ad,4,726.26,2025-10-18 09:05:48,false,true,3878.0,Beauty
43,User_43,user43@example.com,Munich,BR,53.4,male,+17187409549,2023-04-07 22:07:41,silver,Manager,trade_school,es,UTC+1,instagram,27,2848.67,2025-10-08 03:56:07,true,true,783.0,Beauty
44,User_44,user44@example.com,Monterrey,BR,58.3,prefer_not_to_say,+16600682032,2023-12-31 23:36:25,silver,Manager,trade_school,ko,UTC+5:30,youtube,2,169.63,2024-08-14 05:04:25,true,true,3238.0,Sports
45,User_45,user45@example.com,Toronto,CA,60.7,non_binary,+13886149718,2022-04-03 15:28:02,platinum,Manager,trade_school,zh,UTC+9,ad,50,5306.57,2022-12-17 09:31:01,false,false,402.0,Electronics
46,User_46,user46@example.com,Chicago,IN,72.8,male,+19182394708,2024-07-26 20:04:33,gold,Accountant,high_school,fr,UTC-3,ad,1,45.57,2025-02-06 07:16:18,false,false,907.0,Music
47,User_47,user47@example.com,Lyon,IN,36.3,male,+15683935600,2022-05-22 17:45:48,gold,Retired,trade_school,hi,UTC+9,youtube,22,2955.42,2024-05-21 21:01:15,true,false,440.0,Sports
48,User_48,user48@example.com,Sydney,FR,18.1,prefer_not_to_say,+13774884818,2025-04-15 02:40:27,silver,Nurse,bachelors,ko,UTC-3,organic,32,8031.35,2025-09-19 01:51:31,true,true,1335.0,Books
49,User_49,user49@example.com,Munich,DE,73.5,female,+15048494026,2025-09-30 08:20:31,gold,Nurse,high_school,ar,UTC+8,facebook,31,1673.98,2025-12-07 03:22:56,true,true,2307.0,Clothing
50,User_50,user50@example.com,Lyon,CA,33.6,prefer_not_to_say,+16210118640,2025-12-19 19:49:34,silver,Freelancer,phd,fr,UTC+8,instagram,18,2924.71,2025-12-28 12:33:07,true,true,1381.0,Beauty
51,User_51,user51@example.com,Delhi,FR,65.7,prefer_not_to_say,+15716265973,2023-02-20 00:55:07,platinum,Nurse,masters,ja,UTC-8,ad,18,4019.3,2023-02-24 00:33:30,false,false,4664.0,Home & Garden
52,User_52,user52@example.com,Osaka,AU,36.1,prefer_not_to_say,+19323897968,2023-08-18 22:11:17,platinum,Retired,trade_school,fr,UTC-3,google,49,6615.83,2024-08-15 18:01:37,true,false,4349.0,Automotive
53,User_53,user53@example.com,Delhi,UK,41.4,female,+12321384892,2025-11-15 07:43:33,gold,Student,phd,zh,UTC+0,tiktok,0,0.0,2025-12-07 12:05:08,false,false,3134.0,Automotive
54,User_54,user54@example.com,London,JP,70.5,female,+15207337120,2024-08-17 04:33:26,platinum,Teacher,trade_school,es,UTC-3,friend,15,2950.88,2024-10-09 08:00:44,false,true,230.0,Electronics
55,User_55,user55@example.com,Manchester,DE,41.5,female,+12730074215,2023-08-06 07:05:19,bronze,Accountant,masters,ko,UTC+5:30,organic,9,795.38,2025-06-05 08:15:21,true,true,2306.0,Sports
56,User_56,user56@example.com,Tokyo,BR,56.6,female,+12317234448,2024-11-01 21:37:26,gold,Accountant,bachelors,zh,UTC+9,organic,29,7897.82,2024-11-09 04:48:16,false,true,4997.0,Automotive
57,User_57,user57@example.com,São Paulo,UK,57.9,male,+14827075539,2023-08-16 10:17:29,gold,Engineer,phd,en,UTC+3,organic,36,3702.39,2025-02-24 01:15:31,false,true,3035.0,Toys
58,User_58,user58@example.com,Mumbai,AU,61.7,female,+14698305085,2024-08-22 12:30:01,bronze,Manager,masters,en,UTC+3,tiktok,43,9957.15,2025-03-05 04:31:20,true,true,4548.0,Toys
59,User_59,user59@example.com,Paris,IN,73.4,non_binary,+15566852761,2022-11-08 22:10:21,gold,Freelancer,bachelors,ja,UTC+0,organic,50,8551.71,2023-06-02 05:26:48,true,true,3771.0,Home & Garden
60,User_60,user60@example.com,Rio,IN,33.1,male,+13953291127,2023-07-23 05:04:56,gold,Accountant,masters,ja,UTC+0,instagram,50,6524.04,2023-12-10 11:49:02,false,true,3098.0,Food
61,User_61,user61@example.com,Monterrey,FR,44.5,non_binary,+14788462200,2022-12-10 21:10:02,bronze,Doctor,high_school,en,UTC+9,organic,4,791.65,2025-09-11 23:23:53,true,true,1174.0,Food
62,User_62,user62@example.com,Vancouver,CA,57.7,prefer_not_to_say,+18817574879,2023-12-06 17:03:54,silver,Retired,trade_school,es,UTC-3,app_store,42,12004.72,2024-09-19 21:13:15,false,false,164.0,Toys
63,User_63,user63@example.com,Munich,AU,23.7,non_binary,+18633430337,2023-11-22 19:27:47,gold,Engineer,masters,pt,UTC+5:30,facebook,15,3892.89,2025-11-30 03:05:44,false,true,3314.0,Music
64,User_64,user64@example.com,London,US,62.9,female,+16589645648,2025-05-07 05:49:42,none,Designer,phd,de,UTC+5:30,tiktok,15,4453.05,2025-09-13 18:21:32,true,true,1386.0,Books
65,User_65,user65@example.com,Rio,CA,19.5,male,+17833606156,2023-01-25 09:03:56,silver,Accountant,bachelors,en,UTC+1,email,7,1435.67,2023-10-23 10:47:23,true,true,3709.0,Food
66,User_66,user66@example.com,Toronto,UK,51.8,prefer_not_to_say,+14163970710,2024-01-10 19:44:11,none,Engineer,trade_school,ar,UTC+9,organic,49,5947.17,2024-12-24 00:11:31,true,true,4993.0,Beauty
67,User_67,user67@example.com,Sydney,IN,22.6,female,+12282103057,2024-02-01 14:32:51,gold,Accountant,trade_school,ko,UTC+10,tiktok,28,1136.17,2025-08-07 22:40:13,false,false,2269.0,Music
68,User_68,user68@example.com,Sydney,IN,61.8,female,+13847136322,2025-05-17 00:45:55,silver,Retired,bachelors,hi,UTC+8,youtube,41,8292.52,2025-06-30 11:10:54,true,false,2134.0,Sports
69,User_69,user69@example.com,Berlin,FR,22.9,prefer_not_to_say,+16709708357,2024-12-02 22:32:38,gold,Doctor,phd,en,UTC+3,ad,4,182.17,2025-12-06 07:32:17,false,true,2054.0,Beauty
70,User_70,user70@example.com,Mexico City,US,46.9,female,+14820660931,2024-07-21 16:54:38,silver,Teacher,bachelors,ar,UTC-8,facebook,22,1078.18,2025-03-21 09:22:48,false,true,4036.0,Food
71,User_71,user71@example.com,Monterrey,MX,65.3,non_binary,+12124352982,2024-11-14 12:57:20,gold,Manager,bachelors,ja,UTC-5,friend,38,10645.46,2024-12-04 22:21:44,true,false,348.0,Electronics
72,User_72,user72@example.com,Delhi,UK,27.0,non_binary,+15099231080,2022-12-01 04:44:06,none,Accountant,high_school,en,UTC+1,friend,26,3822.54,2024-07-07 14:16:44,true,true,1361.0,Beauty
73,User_73,user73@example.com,Monterrey,BR,47.2,non_binary,+13846465000,2023-11-18 16:36:06,gold,Accountant,masters,ar,UTC+9,google,17,1366.11,2024-10-05 09:32:46,true,false,4922.0,Electronics
74,User_74,user74@example.com,Mumbai,US,32.6,non_binary,+12515328854,2023-04-14 05:43:41,platinum,Retired,some_college,fr,UTC+8,ad,49,2862.86,2024-03-07 09:06:05,true,false,360.0,Electronics
75,User_75,user75@example.com,New York,IN,50.8,prefer_not_to_say,+19342242121,2023-12-16 04:52:50,platinum,Manager,high_school,zh,UTC-5,tiktok,4,1045.56,2025-11-30 16:35:34,true,false,4160.0,Toys
76,User_76,user76@example.com,Melbourne,UK,40.8,male,+17994772298,2025-08-04 20:39:32,gold,Student,some_college,ja,UTC+1,facebook,15,2129.84,2025-08-25 10:01:00,true,true,4530.0,Toys
77,User_77,user77@example.com,Berlin,FR,27.9,female,+19560067115,2023-01-03 00:44:28,bronze,Doctor,trade_school,hi,UTC-3,app_store,9,825.04,2023-06-11 17:34:18,false,false,4321.0,Toys
78,User_78,user78@example.com,Munich,CA,63.4,male,+17806547619,2022-04-17 01:53:46,bronze,Manager,masters,hi,UTC-5,google,28,5510.06,2024-04-14 12:32:28,false,false,384.0,Clothing
79,User_79,user79@example.com,Monterrey,MX,72.4,male,+18226558827,2024-02-27 16:51:30,none,Designer,bachelors,ko,UTC-3,ad,29,5292.27,2024-12-22 08:07:52,true,true,2253.0,Toys
80,User_80,user80@example.com,Delhi,UK,43.0,prefer_not_to_say,+18545824605,2024-09-30 17:21:50,none,Doctor,bachelors,ja,UTC+9,youtube,2,178.74,2025-02-11 18:05:42,false,false,3394.0,Electronics
81,User_81,user81@example.com,Toronto,FR,34.2,female,+13431779064,2023-05-28 03:45:44,none,Doctor,bachelors,pt,UTC+8,friend,35,7348.12,2023-10-21 23:11:57,true,false,2795.0,Toys
82,User_82,user82@example.com,Delhi,CA,38.6,non_binary,+13326569692,2022-05-26 04:10:44,silver,Student,masters,de,UTC+5:30,friend,42,5819.26,2025-02-22 17:43:47,true,true,1479.0,Clothing
83,User_83,user83@example.com,Rio,JP,37.2,female,+14565153945,2025-07-21 07:31:25,silver,Doctor,some_college,ko,UTC+1,organic,33,1008.79,2025-12-11 17:51:14,true,false,1821.0,Home & Garden
84,User_84,user84@example.com,Monterrey,BR,35.6,prefer_not_to_say,+12833293142,2023-03-19 14:52:59,none,Freelancer,masters,pt,UTC+8,ad,14,2373.32,2025-02-14 00:07:50,false,true,4084.0,Music
85,User_85,user85@example.com,Tokyo,CA,49.6,male,+19350411227,2022-03-23 01:24:14,none,Teacher,bachelors,es,UTC+1,email,30,7942.58,2024-12-13 02:17:27,false,true,4155.0,Clothing
86,User_86,user86@example.com,Munich,AU,40.6,non_binary,+13012659111,2025-10-06 05:23:18,bronze,Student,some_college,en,UTC-8,facebook,1,136.17,2025-11-09 03:58:50,false,true,688.0,Sports
87,User_87,user87@example.com,Berlin,BR,18.3,male,+12081621076,2025-03-24 19:38:55,silver,Doctor,phd,ko,UTC+10,youtube,30,4368.25,2025-12-23 19:43:20,true,false,1188.0,Clothing
88,User_88,user88@example.com,São Paulo,US,69.6,male,+19009193098,2023-10-15 04:13:50,none,Designer,trade_school,fr,UTC+9,youtube,4,204.16,2025-09-24 06:39:41,true,false,1203.0,Beauty
89,User_89,user89@example.com,Toronto,CA,49.0,male,+17971953309,2024-03-24 04:55:07,platinum,Engineer,trade_school,zh,UTC-8,email,4,1147.81,2024-12-29 07:03:35,true,false,3943.0,Toys
90,User_90,user90@example.com,Sydney,AU,25.6,non_binary,+14345111169,2025-04-13 11:39:21,silver,Freelancer,trade_school,hi,UTC+1,friend,47,10897.89,2025-11-25 11:23:16,true,false,185.0,Home & Garden
91,User_91,user91@example.com,Mumbai,US,47.4,prefer_not_to_say,+13087974350,2025-10-08 00:39:33,silver,Manager,bachelors,en,UTC-8,email,20,5626.88,2025-10-12 02:18:25,true,false,2185.0,Beauty
92,User_92,user92@example.com,Vancouver,BR,38.9,non_binary,+15440904834,2023-06-11 16:12:05,platinum,Teacher,masters,ko,UTC+1,ad,31,6627.15,2024-03-27 21:15:07,false,false,513.0,Toys
93,User_93,user93@example.com,Mexico City,DE,57.3,non_binary,+13920407276,2023-11-24 16:56:40,gold,Accountant,masters,pt,UTC-5,facebook,45,6269.06,2025-03-06 18:37:32,false,false,2565.0,Books
94,User_94,user94@example.com,Berlin,US,20.0,male,+17308559732,2025-08-11 08:41:06,gold,Student,masters,ko,UTC-5,app_store,43,10267.0,2025-12-07 08:10:47,true,false,4744.0,Toys
95,User_95,user95@example.com,Toronto,BR,35.9,non_binary,+17367041180,2024-06-10 13:21:17,bronze,Engineer,trade_school,fr,UTC-3,ad,33,4050.62,2024-09-25 12:10:39,false,true,1309.0,Sports
96,User_96,user96@example.com,Mumbai,BR,46.0,male,+16877916405,2024-08-08 12:26:05,bronze,Freelancer,some_college,hi,UTC+0,tiktok,44,12171.02,2025-03-18 07:58:24,false,true,2750.0,Sports
97,User_97,user97@example.com,Paris,DE,63.2,female,+16816215055,2025-01-10 18:10:00,silver,Doctor,some_college,hi,UTC-5,tiktok,44,8736.46,2025-10-13 07:46:49,false,false,4018.0,Food
98,User_98,user98@example.com,Monterrey,CA,75.0,prefer_not_to_say,+14257845661,2025-10-05 15:05:49,platinum,Accountant,high_school,fr,UTC-8,facebook,4,426.41,2025-10-13 23:59:36,false,false,3401.0,Toys
99,User_99,user99@example.com,Rio,CA,25.4,male,+15570796341,2024-09-20 21:14:47,none,Doctor,bachelors,fr,UTC+1,tiktok,11,2584.77,2025-12-21 10:22:17,true,false,4737.0,Food
100,User_100,user100@example.com,Toronto,DE,33.6,non_binary,+18933916665,2023-01-25 07:14:35,bronze,Nurse,trade_school,fr,UTC+3,app_store,40,11511.14,2023-11-26 05:54:32,true,true,3294.0,Music
101,User_101,user101@example.com,Osaka,FR,72.1,non_binary,+14796581976,2022-03-05 23:50:05,none,Retired,phd,en,UTC-3,ad,1,42.74,2025-09-07 22:52:21,false,false,2415.0,Beauty
102,User_102,user102@example.com,Munich,DE,41.7,prefer_not_to_say,+12876272170,2022-04-24 08:37:53,none,Doctor,bachelors,ja,UTC-8,youtube,3,192.79,2025-03-29 02:00:22,true,false,2575.0,Clothing
103,User_103,user103@example.com,São Paulo,FR,26.0,male,+17541418339,2023-12-26 15:21:28,platinum,Accountant,masters,de,UTC+1,tiktok,17,2480.08,2024-03-30 19:19:54,false,true,3816.0,Automotive
104,User_104,user104@example.com,Munich,JP,23.1,prefer_not_to_say,+14170867436,2024-02-14 19:06:34,silver,Designer,phd,ja,UTC-5,google,19,3026.01,2025-12-28 14:16:03,false,false,2988.0,Automotive
105,User_105,user105@example.com,Rio,DE,68.3,non_binary,+15280739820,2022-01-13 16:52:32,gold,Engineer,masters,en,UTC+3,ad,6,843.96,2025-08-21 17:45:02,true,false,2766.0,Clothing
106,User_106,user106@example.com,Delhi,IN,74.4,male,+16847572330,2023-12-01 14:25:41,bronze,Retired,bachelors,ja,UTC+10,tiktok,35,3441.26,2025-07-17 07:57:12,true,true,3012.0,Beauty
107,User_107,user107@example.com,London,JP,63.8,prefer_not_to_say,+16934662569,2022-03-12 09:01:53,none,Doctor,bachelors,ko,UTC-8,friend,8,1758.45,2022-05-11 19:50:57,false,false,2969.0,Food
108,User_108,user108@example.com,Rio,JP,64.5,non_binary,+17717630506,2024-01-31 22:48:24,bronze,Retired,phd,pt,UTC-5,app_store,36,3741.89,2025-08-04 10:40:27,false,false,4835.0,Music
109,User_109,user109@example.com,São Paulo,MX,47.9,prefer_not_to_say,+16929659132,2025-01-25 15:44:44,silver,Engineer,phd,es,UTC+5:30,google,37,5717.45,2025-02-14 14:24:37,false,false,2094.0,Beauty
110,User_110,user110@example.com,Melbourne,AU,67.8,male,+15031281545,2024-02-19 13:11:13,none,Designer,phd,ja,UTC-3,ad,39,10832.09,2025-10-13 11:43:03,false,false,4783.0,Automotive
111,User_111,user111@example.com,Chicago,JP,59.1,non_binary,+14620258967,2024-04-28 14:32:30,silver,Designer,bachelors,ar,UTC+9,instagram,43,10154.76,2025-01-28 18:55:47,false,false,3525.0,Automotive
112,User_112,user112@example.com,Lyon,FR,34.4,prefer_not_to_say,+17989471267,2023-06-26 20:19:29,gold,Doctor,bachelors,en,UTC+9,facebook,50,11103.3,2025-11-13 12:48:59,false,false,3280.0,Automotive
113,User_113,user113@example.com,Mumbai,AU,57.7,female,+16764091894,2025-07-10 04:16:36,none,Designer,some_college,en,UTC+10,instagram,17,4781.19,2025-10-22 18:13:54,true,true,501.0,Toys
114,User_114,user114@example.com,Sydney,BR,73.7,female,+18042621498,2024-11-24 04:40:40,platinum,Freelancer,trade_school,de,UTC+9,tiktok,0,0.0,2025-03-10 23:14:56,false,true,4540.0,Clothing
115,User_115,user115@example.com,São Paulo,MX,20.1,female,+18089769612,2024-04-11 07:55:22,silver,Engineer,masters,hi,UTC+1,email,46,11872.29,2025-11-06 02:02:15,true,true,1492.0,Music
116,User_116,user116@example.com,Chicago,UK,46.2,female,+19950241038,2023-03-19 01:13:38,platinum,Manager,some_college,es,UTC-8,friend,41,7057.09,2025-02-21 20:35:18,false,false,3593.0,Electronics
117,User_117,user117@example.com,Mexico City,FR,52.8,prefer_not_to_say,+15551894263,2024-06-01 00:25:05,none,Student,high_school,zh,UTC+0,friend,48,3556.09,2025-11-06 20:09:59,true,false,1618.0,Home & Garden
118,User_118,user118@example.com,Tokyo,US,72.4,non_binary,+18796617173,2023-08-19 20:41:23,none,Engineer,bachelors,ja,UTC+5:30,google,28,6469.45,2024-08-19 17:33:30,true,false,1534.0,Beauty
119,User_119,user119@example.com,Mexico City,JP,34.8,female,+17236117459,2024-12-08 07:53:26,silver,Freelancer,some_college,hi,UTC+3,tiktok,40,11060.66,2025-01-22 22:17:04,false,false,3787.0,Home & Garden
120,User_120,user120@example.com,Monterrey,AU,58.1,male,+12481933114,2025-09-18 08:50:03,none,Nurse,some_college,ko,UTC+10,friend,33,4787.95,2025-10-04 06:22:38,true,false,4272.0,Automotive
121,User_121,user121@example.com,Mumbai,UK,47.1,male,+13947476917,2025-01-18 16:38:20,none,Retired,masters,ko,UTC-5,ad,31,1409.37,2025-09-02 03:58:09,false,false,3616.0,Beauty
122,User_122,user122@example.com,New York,DE,42.2,male,+18619246832,2025-03-04 13:36:23,bronze,Teacher,masters,en,UTC+9,youtube,37,1496.59,2025-05-28 04:35:37,true,true,3829.0,Beauty
123,User_123,user123@example.com,Vancouver,FR,56.9,female,+19101874857,2023-11-28 18:40:34,gold,Teacher,some_college,ar,UTC+8,ad,24,3004.34,2025-10-04 05:34:23,true,true,4174.0,Electronics
124,User_124,user124@example.com,Munich,DE,31.1,prefer_not_to_say,+13486744752,2024-11-12 05:53:40,gold,Designer,trade_school,es,UTC-5,youtube,34,4290.71,2025-10-07 16:12:50,true,true,1030.0,Clothing
125,User_125,user125@example.com,London,MX,20.8,male,+13727716512,2023-11-25 12:31:45,silver,Nurse,some_college,en,UTC+1,ad,43,9327.57,2025-03-03 20:02:50,false,true,4079.0,Music
126,User_126,user126@example.com,Osaka,FR,67.9,female,+13776227561,2024-07-17 19:59:11,gold,Engineer,phd,ko,UTC+1,youtube,20,1726.66,2025-12-22 04:53:22,false,true,4861.0,Beauty
127,User_127,user127@example.com,Chicago,JP,39.5,prefer_not_to_say,+17329917774,2024-12-17 16:15:32,silver,Manager,trade_school,fr,UTC-3,google,26,1606.3,2025-05-28 08:41:08,false,false,2786.0,Books
128,User_128,user128@example.com,São Paulo,IN,70.6,non_binary,+16692097123,2023-02-01 02:55:36,silver,Engineer,bachelors,zh,UTC+3,app_store,21,4222.63,2023-12-13 23:52:10,true,true,941.0,Music
129,User_129,user129@example.com,Mumbai,JP,69.8,female,+16025070544,2024-01-15 17:06:41,bronze,Freelancer,some_college,ko,UTC+5:30,youtube,21,2202.75,2024-06-25 23:05:10,true,false,3878.0,Beauty
130,User_130,user130@example.com,Rio,BR,47.2,prefer_not_to_say,+14001472250,2024-10-04 18:05:04,platinum,Student,some_college,ja,UTC-8,youtube,19,1771.51,2025-07-10 19:10:04,true,true,3706.0,Electronics
