user_id,name,email,city,country,age,gender,phone,signup_date,membership_tier,occupation,education_level,preferred_language,timezone,referral_source,total_orders,lifetime_value,last_login,is_active,newsletter_subscribed,loyalty_points,preferred_category
30,User_30,user30@example.com,Lyon,ES,61.7,male,+14331087051,2023-01-27 23:25:30,silver,Manager,bachelors,zh,UTC-5,organic,43,8986.96,2024-11-19 06:45:57,false,false,6360.0,Music
31,User_31,user31@example.com,Osaka,JP,60.1,female,+12752622784,2022-06-23 11:51:16,none,Teacher,some_college,fr,UTC-3,youtube,93,2813.39,2023-12-30 10:53:38,false,false,9719.0,Music
32,User_32,user32@example.com,Paris,IN,22.4,non_binary,+12164443046,2023-01-15 04:44:01,none,Teacher,masters,ar,UTC+0,tiktok,72,10681.74,2025-04-07 12:25:06,false,false,4007.0,Books
33,User_33,user33@example.com,Osaka,AU,68.3,prefer_not_to_say,+16145330871,2025-03-06 01:29:34,silver,Accountant,bachelors,pt,UTC+3,ad,92,18658.59,2025-06-13 19:34:58,true,true,3742.0,Automotive
34,User_34,user34@example.com,London,BR,62.4,non_binary,+18449164344,2022-12-01 07:34:58,bronze,Accountant,masters,fr,UTC+9,email,35,8019.32,2024-10-10 02:05:48,true,false,2071.0,Beauty
35,User_35,user35@example.com,Madrid,MX,52.1,non_binary,+12417246206,2024-10-17 22:40:07,silver,Engineer,trade_school,ja,UTC+5:30,facebook,35,3317.12,2025-01-26 17:41:59,false,false,5879.0,Music
36,User_36,user36@example.com,Mexico City,DE,49.8,non_binary,+13462848582,2023-05-26 16:45:48,gold,Freelancer,some_college,hi,UTC-3,instagram,49,7505.27,2025-09-13 19:46:40,true,false,2557.0,Electronics
37,User_37,user37@example.com,Dubai,NL,74.1,male,+17186392900,2024-10-23 08:37:30,none,Student,bachelors,pt,UTC-8,organic,80,12498.46,2024-12-23 09:59:38,false,true,1559.0,Music
38,User_38,user38@example.com,Stockholm,SE,41.7,male,+19522155924,2022-09-17 00:18:19,gold,Nurse,trade_school,hi,UTC+5:30,youtube,45,8017.64,2025-05-13 18:35:47,true,false,6071.0,Clothing
39,User_39,user39@example.com,Monterrey,US,24.3,non_binary,+17062144831,2022-05-31 15:40:11,silver,Retired,phd,zh,UTC-8,instagram,27,2137.47,2024-02-05 10:17:16,false,false,3194.0,Toys
40,User_40,user40@example.com,New York,NL,72.7,non_binary,+18452349434,2024-09-06 02:22:47,none,Retired,some_college,zh,UTC-3,organic,85,22757.24,2024-11-27 03:37:45,false,false,1570.0,Books
41,User_41,user41@example.com,Mexico City,NL,37.0,prefer_not_to_say,+14818317229,2023-09-14 11:06:27,bronze,Retired,phd,zh,UTC+8,youtube,0,0.0,2024-12-05 11:43:48,true,true,6189.0,Books
42,User_42,user42@example.com,Lyon,CA,52.2,prefer_not_to_say,+16060844441,2024-08-05 03:29:22,gold,Accountant,some_college,fr,UTC+3,organic,64,19180.47,2025-11-29 15:38:28,true,false,227.0,Music
43,User_43,user43@example.com,Toronto,ES,47.1,female,+19947016672,2025-10-04 11:43:57,silver,Freelancer,bachelors,de,UTC+1,organic,83,10708.25,2025-12-20 04:17:09,true,false,1327.0,Clothing
44,User_44,user44@example.com,Berlin,IN,44.2,prefer_not_to_say,+16250786370,2025-10-21 11:21:04,silver,Freelancer,phd,es,UTC+3,tiktok,26,4724.94,2025-10-24 11:19:46,true,true,4622.0,Clothing
45,User_45,user45@example.com,Delhi,FR,41.2,prefer_not_to_say,+15702987551,2022-01-11 16:37:42,bronze,Retired,bachelors,ar,UTC+0,app_store,4,843.87,2025-03-19 14:46:44,true,false,4808.0,Electronics
46,User_46,user46@example.com,Toronto,DE,38.7,prefer_not_to_say,+18135741054,2023-04-01 02:27:17,bronze,Teacher,some_college,pt,UTC+3,facebook,92,21643.3,2024-12-09 23:45:41,true,false,4129.0,Toys
47,User_47,user47@example.com,Bangkok,CA,23.5,male,+18263101791,2022-08-09 12:16:59,platinum,Designer,bachelors,ja,UTC+9,organic,61,4808.25,2023-08-22 02:32:23,false,false,6996.0,Music
48,User_48,user48@example.com,Dubai,AU,26.4,non_binary,+12111413563,2023-03-04 15:53:23,gold,Accountant,bachelors,pt,UTC+9,friend,4,932.68,2025-09-13 01:46:36,false,false,7131.0,Sports
49,User_49,user49@example.com,Tokyo,NL,52.6,prefer_not_to_say,+17400087116,2022-08-28 21:59:18,silver,Engineer,some_college,ko,UTC+9,friend,88,4927.55,2025-10-27 06:22:13,true,false,3642.0,Food
50,User_50,user50@example.com,Tokyo,FR,69.3,non_binary,+14765321240,2025-03-04 00:39:36,none,Nurse,bachelors,ar,UTC-8,youtube,51,7831.19,2025-09-20 17:45:09,false,true,8708.0,Automotive
51,User_51,user51@example.com,Berlin,UK,72.0,non_binary,+12965616791,2022-09-30 10:54:52,silver,Designer,some_college,pt,UTC+3,facebook,48,1151.29,2024-10-21 07:41:00,true,false,4988.0,Music
52,User_52,user52@example.com,Monterrey,UK,66.2,female,+15184193673,2025-11-18 20:00:56,gold,Engineer,masters,es,UTC-8,ad,1,255.19,2025-12-19 20:04:51,true,false,5533.0,Food
53,User_53,user53@example.com,Tokyo,IN,73.3,male,+18213240770,2025-08-08 03:44:42,none,Designer,some_college,pt,UTC+1,instagram,68,17974.6,2025-12-30 02:15:25,true,false,1774.0,Music
54,User_54,user54@example.com,Tokyo,UK,28.8,male,+16864260669,2023-02-17 20:22:31,gold,Engineer,some_college,de,UTC+5:30,app_store,35,1595.32,2025-06-24 07:31:09,false,false,983.0,Electronics
55,User_55,user55@example.com,Bangkok,FR,43.2,prefer_not_to_say,+12847810424,2023-05-11 07:54:01,none,Accountant,some_college,ko,UTC-3,email,25,3848.09,2023-09-01 19:34:16,true,false,8611.0,Clothing
56,User_56,user56@example.com,Tokyo,SE,51.6,prefer_not_to_say,+16261628430,2025-01-23 10:51:14,gold,Retired,phd,pt,UTC-3,friend,99,19793.63,2025-07-14 08:34:28,false,false,5142.0,Sports
57,User_57,user57@example.com,New York,FR,56.6,non_binary,+14688313343,2023-02-15 10:05:10,bronze,Doctor,masters,en,UTC-8,ad,31,3581.12,2025-05-22 03:34:06,false,false,1631.0,Clothing
58,User_58,user58@example.com,Stockholm,MX,70.7,prefer_not_to_say,+17765700327,2025-03-27 07:10:35,none,Doctor,some_college,es,UTC+5:30,instagram,86,9055.75,2025-09-11 01:50:50,false,false,3200.0,Food
59,User_59,user59@example.com,Sydney,DE,52.7,female,+13390561934,2024-01-04 00:47:56,silver,Retired,some_college,fr,UTC+3,friend,87,9049.5,2024-03-23 23:18:46,false,false,6535.0,Beauty
60,User_60,user60@example.com,Monterrey,NL,44.9,non_binary,+13592535796,2025-04-26 07:22:12,gold,Student,trade_school,ja,UTC-8,organic,29,8154.69,2025-08-08 22:12:11,false,false,5633.0,Beauty
61,User_61,user61@example.com,Paris,US,41.3,female,+16187531937,2022-01-09 19:29:13,gold,Engineer,trade_school,de,UTC+5:30,email,51,1809.79,2025-04-07 21:12:37,false,false,237.0,Beauty
62,User_62,user62@example.com,Cairo,ES,60.1,female,+18947349410,2025-05-13 15:38:01,platinum,Manager,high_school,es,UTC+5:30,friend,41,7226.62,2025-10-09 03:55:08,false,false,9415.0,Music
63,User_63,user63@example.com,Osaka,BR,57.2,prefer_not_to_say,+13073080953,2023-12-31 22:05:19,none,Accountant,masters,en,UTC+0,google,99,20259.07,2024-02-05 15:35:23,false,false,5379.0,Automotive
64,User_64,user64@example.com,Stockholm,JP,68.2,male,+17688879651,2025-12-05 18:31:51,platinum,Doctor,some_college,ko,UTC+9,app_store,14,2129.62,2025-12-19 13:41:20,true,true,4383.0,Toys
65,User_65,user65@example.com,Berlin,UK,49.7,non_binary,+14961681166,2024-06-08 17:02:24,silver,Teacher,trade_school,ja,UTC-8,organic,97,19884.36,2025-08-07 06:07:32,true,true,3213.0,Home & Garden
66,User_66,user66@example.com,Madrid,SG,73.4,non_binary,+17391720601,2023-12-17 20:00:24,bronze,Doctor,high_school,zh,UTC+8,youtube,42,3180.07,2024-09-24 03:58:29,false,true,8317.0,Electronics
67,User_67,user67@example.com,Munich,IN,42.9,male,+17699722302,2025-11-19 06:26:36,none,Freelancer,bachelors,ko,UTC-8,facebook,47,1153.21,2025-12-14 03:16:17,true,true,9742.0,Clothing
68,User_68,user68@example.com,Manchester,UK,23.0,prefer_not_to_say,+18915032555,2024-04-06 01:32:26,silver,Teacher,trade_school,zh,UTC+9,organic,65,16702.65,2024-08-06 23:02:53,false,true,6504.0,Clothing
69,User_69,user69@example.com,Dubai,JP,48.1,prefer_not_to_say,+15819930945,2022-10-10 05:17:27,platinum,Accountant,bachelors,en,UTC+3,youtube,73,8405.71,2025-07-12 14:30:41,true,true,2252.0,Beauty
70,User_70,user70@example.com,Paris,DE,61.8,prefer_not_to_say,+19102212478,2022-08-22 18:51:26,silver,Accountant,bachelors,ko,UTC+1,instagram,28,5141.51,2023-09-28 21:35:40,true,true,3085.0,Clothing
71,User_71,user71@example.com,Tokyo,SE,20.2,female,+14319609840,2022-02-10 17:43:11,bronze,Student,bachelors,de,UTC+5:30,instagram,77,21903.31,2024-05-19 09:08:06,false,true,4243.0,Sports
72,User_72,user72@example.com,Dubai,IT,25.8,prefer_not_to_say,+16823721149,2022-12-28 22:04:51,platinum,Engineer,masters,de,UTC+8,google,98,11710.66,2023-12-01 09:13:07,false,false,3992.0,Home & Garden
73,User_73,user73@example.com,Milan,MX,23.3,female,+18471241525,2025-04-12 16:21:25,none,Nurse,high_school,fr,UTC+5:30,facebook,75,18604.49,2025-09-07 10:55:10,false,false,7497.0,Toys
74,User_74,user74@example.com,São Paulo,SG,63.6,non_binary,+14052903974,2023-10-07 21:05:19,none,Teacher,masters,en,UTC-5,youtube,26,7691.91,2024-07-30 13:22:54,false,false,9616.0,Clothing
75,User_75,user75@example.com,Lyon,SE,42.7,non_binary,+17280055969,2023-07-05 23:28:11,bronze,Retired,masters,en,UTC+9,tiktok,39,9914.96,2025-01-15 19:52:25,true,true,8474.0,Books
76,User_76,user76@example.com,Paris,FR,26.0,prefer_not_to_say,+15274001347,2024-05-27 01:02:24,bronze,Accountant,some_college,pt,UTC-8,app_store,16,2643.43,2024-06-03 05:55:08,false,true,4192.0,Books
77,User_77,user77@example.com,Dubai,MX,64.2,female,+17862922452,2025-12-25 11:28:49,bronze,Doctor,high_school,hi,UTC+5:30,email,19,4327.26,2025-12-28 15:00:24,false,false,9090.0,Sports
78,User_78,user78@example.com,Delhi,AU,36.9,prefer_not_to_say,+16441952974,2024-08-24 02:37:06,silver,Retired,high_school,ar,UTC+8,app_store,3,717.95,2025-04-30 11:50:52,true,true,1001.0,Toys
79,User_79,user79@example.com,Bangkok,ES,21.8,prefer_not_to_say,+18289693202,2025-10-25 17:37:08,platinum,Nurse,masters,fr,UTC+3,google,11,1513.24,2025-11-16 08:32:48,false,false,4695.0,Sports
80,User_80,user80@example.com,London,UK,72.5,male,+14052091744,2022-07-19 03:35:26,none,Designer,some_college,de,UTC+10,friend,84,14380.47,2023-12-02 17:17:50,true,true,6592.0,Clothing
81,User_81,user81@example.com,Chicago,US,24.0,female,+13076622485,2025-01-19 05:41:30,gold,Student,trade_school,hi,UTC+3,ad,36,9660.13,2025-06-25 01:44:22,false,true,3279.0,Toys
82,User_82,user82@example.com,Toronto,IT,66.5,prefer_not_to_say,+14713904908,2024-10-24 03:23:27,silver,Doctor,high_school,fr,UTC-5,instagram,74,16738.42,2025-02-13 22:30:23,true,false,3225.0,Music
83,User_83,user83@example.com,Berlin,AU,67.6,prefer_not_to_say,+18236739675,2024-01-17 20:38:32,silver,Freelancer,phd,pt,UTC+10,organic,44,3193.06,2025-01-27 16:09:50,true,false,6555.0,Food
84,User_84,user84@example.com,Monterrey,NL,28.6,non_binary,+19760956510,2025-12-06 04:57:10,platinum,Nurse,masters,es,UTC-8,ad,43,12860.1,2025-12-22 13:59:39,false,true,7820.0,Beauty
85,User_85,user85@example.com,Cairo,DE,30.9,prefer_not_to_say,+15565157685,2024-09-24 18:24:26,bronze,Nurse,trade_school,pt,UTC+1,tiktok,69,3818.73,2024-10-14 12:09:29,false,false,4362.0,Clothing
86,User_86,user86@example.com,Seoul,UK,71.7,female,+16903600330,2025-09-08 18:53:26,silver,Engineer,some_college,ja,UTC+10,app_store,23,3020.27,2025-12-15 19:04:24,true,true,8003.0,Toys
87,User_87,user87@example.com,Berlin,SE,48.3,non_binary,+12681825187,2024-04-18 00:25:20,silver,Accountant,some_college,fr,UTC+10,app_store,88,25098.11,2024-10-13 23:49:42,false,true,2784.0,Beauty
88,User_88,user88@example.com,Seoul,AU,68.9,prefer_not_to_say,+13382641387,2023-04-06 14:11:17,gold,Engineer,high_school,pt,UTC+10,email,66,19282.72,2024-12-02 01:57:22,true,true,592.0,Beauty
89,User_89,user89@example.com,Lyon,SE,61.6,female,+17975322867,2022-08-06 22:53:06,silver,Retired,masters,ko,UTC+5:30,instagram,61,15267.3,2023-03-18 07:49:23,false,true,2263.0,Sports
90,User_90,user90@example.com,Singapore,UK,51.4,female,+12884037802,2022-08-07 03:59:42,silver,Manager,bachelors,en,UTC+0,ad,15,3349.11,2024-04-21 18:46:58,false,true,7717.0,Music
91,User_91,user91@example.com,Melbourne,IN,64.9,prefer_not_to_say,+12660036000,2024-01-02 20:13:44,gold,Manager,high_school,zh,UTC+9,facebook,84,11988.16,2024-07-01 04:23:58,false,false,5850.0,Automotive
92,User_92,user92@example.com,Singapore,DE,23.0,non_binary,+17331311100,2025-03-24 05:25:15,platinum,Retired,masters,en,UTC+0,email,28,4659.06,2025-07-15 06:44:02,false,false,6403.0,Toys
93,User_93,user93@example.com,Vancouver,BR,23.8,prefer_not_to_say,+17337545771,2023-10-14 21:30:46,platinum,Designer,phd,zh,UTC+9,facebook,45,1946.98,2024-11-08 04:45:24,false,false,6066.0,Beauty
94,User_94,user94@example.com,São Paulo,IT,63.2,male,+14472292817,2022-03-07 09:38:51,bronze,Designer,bachelors,ko,UTC+3,youtube,13,2408.85,2024-09-27 01:14:39,false,true,3473.0,Automotive
95,User_95,user95@example.com,Madrid,SE,20.1,prefer_not_to_say,+19787465786,2025-08-16 21:33:01,platinum,Engineer,some_college,ko,UTC+1,google,73,19108.13,2025-11-14 08:46:05,false,true,2923.0,Beauty
96,User_96,user96@example.com,Munich,FR,68.8,non_binary,+19809832948,2025-05-30 16:49:18,gold,Student,some_college,pt,UTC-3,google,93,13750.47,2025-06-10 17:17:30,false,false,6991.0,Sports
97,User_97,user97@example.com,Stockholm,CA,67.2,non_binary,+15181302780,2025-04-08 23:54:00,gold,Doctor,masters,es,UTC-8,tiktok,26,4585.72,2025-06-10 08:43:37,true,false,8287.0,Clothing
98,User_98,user98@example.com,Amsterdam,FR,35.8,prefer_not_to_say,+14746524224,2025-11-21 02:46:36,platinum,Designer,bachelors,hi,UTC-8,tiktok,11,2189.51,2025-12-26 03:53:54,false,false,7548.0,Books
99,User_99,user99@example.com,Paris,FR,35.7,non_binary,+19545272167,2023-05-17 09:21:24,none,Doctor,masters,ko,UTC+0,instagram,14,1023.98,2023-06-11 03:10:14,true,true,7117.0,Beauty
100,User_100,user100@example.com,Mumbai,AU,48.4,prefer_not_to_say,+16866336590,2025-08-16 20:38:50,platinum,Teacher,trade_school,pt,UTC+3,app_store,18,3968.08,2025-10-07 00:02:26,true,false,9994.0,Automotive
101,User_101,user101@example.com,Osaka,IT,56.0,non_binary,+12113211855,2025-07-07 08:30:33,silver,Designer,some_college,de,UTC-3,instagram,31,5376.53,2025-07-15 06:31:27,true,true,2968.0,Electronics
102,User_102,user102@example.com,Stockholm,DE,41.6,female,+13770916225,2025-08-25 03:05:08,none,Accountant,masters,ko,UTC+8,email,61,15531.86,2025-12-22 00:14:23,false,false,4313.0,Toys
103,User_103,user103@example.com,Seoul,ES,22.4,female,+17676497434,2025-10-30 04:24:09,silver,Nurse,phd,fr,UTC+0,ad,40,6852.13,2025-11-21 23:18:24,false,false,1048.0,Music
104,User_104,user104@example.com,Manchester,SG,73.7,female,+13998390031,2022-12-20 21:54:36,none,Engineer,masters,ko,UTC-3,organic,91,19710.64,2024-06-14 01:04:13,false,true,9532.0,Books
105,User_105,user105@example.com,London,IT,21.3,non_binary,+18342062276,2022-02-04 08:30:49,silver,Teacher,trade_school,ja,UTC+0,email,57,10061.58,2024-06-23 05:17:17,false,true,7136.0,Automotive
106,User_106,user106@example.com,Amsterdam,IT,43.8,non_binary,+13419629493,2023-11-01 06:30:27,none,Nurse,masters,fr,UTC+10,app_store,50,4012.86,2024-05-26 10:24:31,false,true,9709.0,Electronics
107,User_107,user107@example.com,Tokyo,UK,62.2,male,+14636467652,2025-01-11 05:31:24,none,Retired,trade_school,fr,UTC+5:30,instagram,45,8301.84,2025-10-31 05:39:32,true,true,295.0,Automotive
108,User_108,user108@example.com,Singapore,MX,71.9,prefer_not_to_say,+15457079093,2025-02-05 22:40:45,platinum,Freelancer,some_college,ja,UTC+1,facebook,42,1887.88,2025-03-24 08:30:02,false,false,1774.0,Beauty
109,User_109,user109@example.com,Seoul,IT,32.8,female,+12973412274,2025-09-27 13:54:04,bronze,Student,masters,es,UTC+10,email,63,2860.56,2025-10-22 01:08:11,true,true,9820.0,Electronics
110,User_110,user110@example.com,Sydney,CA,72.9,male,+12020018974,2024-11-26 13:16:36,platinum,Manager,high_school,ko,UTC+3,tiktok,12,806.2,2025-09-12 09:14:26,true,true,1885.0,Music
111,User_111,user111@example.com,London,JP,37.7,female,+14575770500,2024-02-13 22:17:34,none,Doctor,masters,fr,UTC+10,friend,68,5517.84,2024-07-04 03:02:33,false,true,6221.0,Food
112,User_112,user112@example.com,Paris,ES,35.8,non_binary,+12462889778,2025-10-11 19:44:47,silver,Accountant,phd,fr,UTC+0,organic,15,3690.26,2025-12-27 21:04:44,true,true,9973.0,Toys
113,User_113,user113@example.com,Munich,AU,40.2,prefer_not_to_say,+16054496823,2025-12-27 20:23:56,none,Teacher,bachelors,de,UTC-8,friend,84,14568.5,2025-12-30 14:36:52,true,false,1883.0,Beauty
114,User_114,user114@example.com,Vancouver,CA,70.5,male,+19936129599,2022-03-06 14:36:07,bronze,Student,phd,ko,UTC+3,ad,7,1936.56,2023-09-14 05:47:32,false,true,2826.0,Books
115,User_115,user115@example.com,Lyon,BR,53.7,prefer_not_to_say,+13868907009,2023-11-27 19:05:33,bronze,Freelancer,high_school,hi,UTC+0,tiktok,25,2550.71,2025-07-12 20:11:08,false,false,3059.0,Sports
116,User_116,user116@example.com,Mexico City,IN,28.7,male,+17614036903,2025-04-12 11:06:00,none,Accountant,phd,fr,UTC-8,google,67,16934.39,2025-05-03 20:48:50,true,true,9668.0,Beauty
117,User_117,user117@example.com,Lyon,DE,65.0,prefer_not_to_say,+19466972831,2022-10-20 10:03:32,none,Doctor,phd,ja,UTC-5,instagram,68,2358.37,2024-04-18 20:49:52,true,false,9500.0,Home & Garden
118,User_118,user118@example.com,Stockholm,SG,46.2,male,+16489245340,2025-01-11 16:35:29,platinum,Designer,trade_school,es,UTC+9,google,9,1979.37,2025-05-16 02:06:06,true,false,9844.0,Beauty
119,User_119,user119@example.com,Singapore,IT,40.9,female,+16903432823,2025-07-08 00:50:44,silver,Accountant,trade_school,pt,UTC+8,app_store,47,13015.4,2025-08-21 09:08:07,false,true,9403.0,Sports
120,User_120,user120@example.com,Cairo,ES,39.5,female,+19802772897,2023-09-28 16:12:31,platinum,Manager,phd,en,UTC+8,google,53,13281.56,2023-10-14 13:30:49,false,true,6630.0,Home & Garden
121,User_121,user121@example.com,Rio,JP,69.4,prefer_not_to_say,+12285616693,2022-04-20 13:20:18,none,Student,some_college,pt,UTC+8,email,14,731.89,2025-01-05 00:40:46,false,false,8555.0,Sports
122,User_122,user122@example.com,São Paulo,AU,68.5,female,+16081116913,2022-06-18 12:52:36,none,Freelancer,some_college,fr,UTC+10,google,15,1958.61,2025-09-12 16:36:49,false,false,1093.0,Home & Garden
123,User_123,user123@example.com,Vancouver,IT,61.5,male,+13038316265,2022-03-01 01:54:28,none,Student,masters,fr,UTC-3,app_store,49,3511.04,2025-09-15 05:55:50,true,true,7685.0,Toys
124,User_124,user124@example.com,Madrid,FR,37.5,non_binary,+15959271680,2022-03-09 23:24:45,gold,Freelancer,some_college,en,UTC+8,youtube,1,285.61,2024-08-09 13:51:50,true,false,5056.0,Home & Garden
125,User_125,user125@example.com,Milan,SE,59.1,male,+15742365255,2022-10-13 18:38:37,bronze,Designer,phd,ar,UTC+9,ad,24,2737.17,2025-06-14 02:51:45,true,true,5471.0,Toys
126,User_126,user126@example.com,Vancouver,NL,47.5,male,+18951774911,2022-03-30 02:25:07,silver,Student,bachelors,en,UTC+1,facebook,87,3326.6,2022-09-19 02:26:11,true,true,3812.0,Music
127,User_127,user127@example.com,Lyon,NL,24.8,female,+19568489361,2022-04-01 17:57:49,bronze,Accountant,phd,es,UTC-5,organic,49,11526.5,2025-09-16 19:07:28,false,false,6856.0,Beauty
128,User_128,user128@example.com,Tokyo,US,46.0,non_binary,+17777359144,2023-11-30 12:57:27,platinum,Freelancer,some_college,hi,UTC+10,tiktok,95,8222.0,2025-11-06 13:04:51,true,true,2869.0,Books
129,User_129,user129@example.com,Berlin,AU,19.2,non_binary,+12618405605,2023-08-27 10:31:54,platinum,Retired,trade_school,ar,UTC+5:30,youtube,20,2461.24,2024-09-30 00:03:03,true,false,2081.0,Beauty
